,ra,dec,distance,predet_KN,predet_KN-in-SN,predet_super-KN,phot_KN,phot_KN-in-SN,phot_super-KN,KN,KN-in-SN,super-KN
ra,1.0,0.4009204546461255,-0.013952857075304671,0.060174139146230037,0.023637515184257652,0.023637515184257652,0.15970707749112883,0.019681882290618336,0.0816424952940904,0.026167040716383722,-0.01651334452238591,5.1910441585099774e-05
dec,0.4009204546461255,1.0,-0.09838725715018265,0.1755182025815601,0.12587515684747538,0.12587515684747538,0.2757708791204462,0.1632859828924155,0.286867750918897,0.011028816452670417,-0.03398019522910691,0.0058053599208780365
distance,-0.013952857075304671,-0.09838725715018265,1.0,-0.07790256797749512,-0.1041023167993393,-0.1041023167993393,0.14556688783714458,-0.06666779730978721,0.0784350854680222,0.8215636466030883,0.8148202662039892,0.8149791504147814
predet_KN,0.060174139146230037,0.1755182025815601,-0.07790256797749512,1.0,0.8398966344670916,0.8398966344670916,0.38105457425519823,0.3623098604238194,0.3683396507320285,0.13276000681324454,0.13523226019896603,0.13442877784860655
predet_KN-in-SN,0.023637515184257652,0.12587515684747538,-0.1041023167993393,0.8398966344670916,1.0,1.0,0.31810050662084133,0.39011641618496246,0.3652214174127962,0.11493080445633087,0.13160619322047645,0.13225308330184415
predet_super-KN,0.023637515184257652,0.12587515684747538,-0.1041023167993393,0.8398966344670916,1.0,1.0,0.31810050662084133,0.39011641618496246,0.3652214174127962,0.11493080445633087,0.13160619322047645,0.13225308330184415
phot_KN,0.15970707749112883,0.2757708791204462,0.14556688783714458,0.38105457425519823,0.31810050662084133,0.31810050662084133,1.0,0.13456098543471193,0.8072798601340326,0.422506345543861,0.23785607551943647,0.38192852203901934
phot_KN-in-SN,0.019681882290618336,0.1632859828924155,-0.06666779730978721,0.3623098604238194,0.39011641618496246,0.39011641618496246,0.13456098543471193,1.0,0.5242225274584509,-0.025257757496140527,0.177096535896001,0.09185931738659568
phot_super-KN,0.0816424952940904,0.286867750918897,0.0784350854680222,0.3683396507320285,0.3652214174127962,0.3652214174127962,0.8072798601340326,0.5242225274584509,1.0,0.2914527319117158,0.2524921652989231,0.3573701976407883
KN,0.026167040716383722,0.011028816452670417,0.8215636466030883,0.13276000681324454,0.11493080445633087,0.11493080445633087,0.422506345543861,-0.025257757496140527,0.2914527319117158,1.0,0.9232400174897542,0.9766919386521034
KN-in-SN,-0.01651334452238591,-0.03398019522910691,0.8148202662039892,0.13523226019896603,0.13160619322047645,0.13160619322047645,0.23785607551943647,0.177096535896001,0.2524921652989231,0.9232400174897542,1.0,0.9623521895378642
super-KN,5.1910441585099774e-05,0.0058053599208780365,0.8149791504147814,0.13442877784860655,0.13225308330184415,0.13225308330184415,0.38192852203901934,0.09185931738659568,0.3573701976407883,0.9766919386521034,0.9623521895378642,1.0
