,ra,dec,distance,predet_KN,predet_KN-in-SN,predet_super-KN,phot_KN,phot_KN-in-SN,phot_super-KN,KN,KN-in-SN,super-KN
ra,1.0,0.4009204546461255,-0.03540264464421306,0.060174139146230037,0.023637515184257652,0.023637515184257652,0.052623297060101513,0.023637515184257652,0.015352374567435663,-0.018405290201913095,-0.022292622611638262,-0.02414114077540035
dec,0.4009204546461255,1.0,-0.1322242161035634,0.1755182025815601,0.12587515684747538,0.12587515684747538,0.1702554324014067,0.12587515684747538,0.1201014497769737,-0.03399830057824513,-0.035591824524074556,-0.036800071704676036
distance,-0.03540264464421306,-0.1322242161035634,1.0,-0.11462408257869361,-0.0977955674731795,-0.0977955674731795,-0.1193755991988223,-0.0977955674731795,-0.10325008492334084,0.8334325252127311,0.8390755754362287,0.8390027471711861
predet_KN,0.060174139146230037,0.1755182025815601,-0.11462408257869361,1.0,0.8398966344670916,0.8398966344670916,0.9852189455427512,0.8398966344670916,0.8224359946463032,0.11570145845176619,0.085725386149893,0.08535454814203478
predet_KN-in-SN,0.023637515184257652,0.12587515684747538,-0.0977955674731795,0.8398966344670916,1.0,1.0,0.8274820765745736,1.0,0.9801650443735923,0.11636833797048136,0.1185965149174146,0.11838088489029203
predet_super-KN,0.023637515184257652,0.12587515684747538,-0.0977955674731795,0.8398966344670916,1.0,1.0,0.8274820765745736,1.0,0.9801650443735923,0.11636833797048136,0.1185965149174146,0.11838088489029203
phot_KN,0.052623297060101513,0.1702554324014067,-0.1193755991988223,0.9852189455427512,0.8274820765745736,0.8274820765745736,1.0,0.8274820765745736,0.8442272873579205,0.1111198622441778,0.07498530665584863,0.08133326912406862
phot_KN-in-SN,0.023637515184257652,0.12587515684747538,-0.0977955674731795,0.8398966344670916,1.0,1.0,0.8274820765745736,1.0,0.9801650443735923,0.11636833797048136,0.1185965149174146,0.11838088489029203
phot_super-KN,0.015352374567435663,0.1201014497769737,-0.10325008492334084,0.8224359946463032,0.9801650443735923,0.9801650443735923,0.8442272873579205,0.9801650443735923,1.0,0.11068936752503118,0.10532261031169633,0.11287843954625987
KN,-0.018405290201913095,-0.03399830057824513,0.8334325252127311,0.11570145845176619,0.11636833797048136,0.11636833797048136,0.1111198622441778,0.11636833797048136,0.11068936752503118,1.0,0.9964580967884616,0.9971989540600094
KN-in-SN,-0.022292622611638262,-0.035591824524074556,0.8390755754362287,0.085725386149893,0.1185965149174146,0.1185965149174146,0.07498530665584863,0.1185965149174146,0.10532261031169633,0.9964580967884616,1.0,0.9992267167647806
super-KN,-0.02414114077540035,-0.036800071704676036,0.8390027471711861,0.08535454814203478,0.11838088489029203,0.11838088489029203,0.08133326912406862,0.11838088489029203,0.11287843954625987,0.9971989540600094,0.9992267167647806,1.0
