,ra,dec,distance,predet_KN,predet_KN-in-SN,predet_super-KN,phot_KN,phot_KN-in-SN,phot_super-KN,KN,KN-in-SN,super-KN
ra,1.0,0.4009204546461255,-0.013952857075304671,0.060174139146230037,0.023637515184257652,0.023637515184257652,0.1363116779008114,0.028948378093924382,0.08642965366513472,0.018438335556377673,-0.020124188772810483,-0.00042221546075380656
dec,0.4009204546461255,1.0,-0.09838725715018265,0.1755182025815601,0.12587515684747538,0.12587515684747538,0.19188875226577004,0.15982941096750064,0.22315447465043095,-0.004202340145929626,-0.04263888482515427,-0.01634048850033191
distance,-0.013952857075304671,-0.09838725715018265,1.0,-0.07790256797749512,-0.1041023167993393,-0.1041023167993393,0.16996042855570032,-0.07252011352799345,0.08574087308981046,0.8136653489730764,0.8166045113244634,0.8216598922480678
predet_KN,0.060174139146230037,0.1755182025815601,-0.07790256797749512,1.0,0.8398966344670916,0.8398966344670916,0.3917378371119094,0.391859526843856,0.31647795200665557,0.14672823786178432,0.1250187525123909,0.11546968058333668
predet_KN-in-SN,0.023637515184257652,0.12587515684747538,-0.1041023167993393,0.8398966344670916,1.0,1.0,0.3336533655046078,0.36720493142772426,0.28901766323950345,0.13110305597158542,0.112127604339504,0.1062696612477997
predet_super-KN,0.023637515184257652,0.12587515684747538,-0.1041023167993393,0.8398966344670916,1.0,1.0,0.3336533655046078,0.36720493142772426,0.28901766323950345,0.13110305597158542,0.112127604339504,0.1062696612477997
phot_KN,0.1363116779008114,0.19188875226577004,0.16996042855570032,0.3917378371119094,0.3336533655046078,0.3336533655046078,1.0,0.14318347858722325,0.6415040871091539,0.4508526372935172,0.2513908235453136,0.3569436490565958
phot_KN-in-SN,0.028948378093924382,0.15982941096750064,-0.07252011352799345,0.391859526843856,0.36720493142772426,0.36720493142772426,0.14318347858722325,1.0,0.5341005507965776,-0.006028950558337173,0.1849444867677264,0.09872762407795724
phot_super-KN,0.08642965366513472,0.22315447465043095,0.08574087308981046,0.31647795200665557,0.28901766323950345,0.28901766323950345,0.6415040871091539,0.5341005507965776,1.0,0.24655491316097747,0.2362123388823624,0.3364635949295754
KN,0.018438335556377673,-0.004202340145929626,0.8136653489730764,0.14672823786178432,0.13110305597158542,0.13110305597158542,0.4508526372935172,-0.006028950558337173,0.24655491316097747,1.0,0.9205374639405199,0.9602012081631764
KN-in-SN,-0.020124188772810483,-0.04263888482515427,0.8166045113244634,0.1250187525123909,0.112127604339504,0.112127604339504,0.2513908235453136,0.1849444867677264,0.2362123388823624,0.9205374639405199,1.0,0.9642530037563342
super-KN,-0.00042221546075380656,-0.01634048850033191,0.8216598922480678,0.11546968058333668,0.1062696612477997,0.1062696612477997,0.3569436490565958,0.09872762407795724,0.3364635949295754,0.9602012081631764,0.9642530037563342,1.0
