,ra,dec,distance,predet_KN,predet_KN-in-SN,predet_super-KN,phot_KN,phot_KN-in-SN,phot_super-KN,KN,KN-in-SN,super-KN
ra,1.0,0.4009204546461255,-0.03540264464421306,0.060174139146230037,0.023637515184257652,0.023637515184257652,-0.04451043419798518,-0.01377080335442225,-0.0710950577464166,-0.03079542633244447,-0.029483738101172195,-0.03906843139111176
dec,0.4009204546461255,1.0,-0.1322242161035634,0.1755182025815601,0.12587515684747538,0.12587515684747538,0.1285586555576721,0.09949670215050509,0.07813608370152375,-0.05842520200402979,-0.06675885365176847,-0.06691597769568823
distance,-0.03540264464421306,-0.1322242161035634,1.0,-0.11462408257869361,-0.0977955674731795,-0.0977955674731795,-0.07515238551816202,-0.1156181733966535,-0.08903413510388938,0.845168214761461,0.8569358331946562,0.8464461303516131
predet_KN,0.060174139146230037,0.1755182025815601,-0.11462408257869361,1.0,0.8398966344670916,0.8398966344670916,0.7560624208324174,0.7097276997010693,0.6001367241826325,0.13411974617539135,0.0817697807327386,0.10408186753887515
predet_KN-in-SN,0.023637515184257652,0.12587515684747538,-0.0977955674731795,0.8398966344670916,1.0,1.0,0.6372055358819626,0.8526267089959542,0.6725403991293535,0.13009678303061845,0.12233410205420585,0.13103117981481627
predet_super-KN,0.023637515184257652,0.12587515684747538,-0.0977955674731795,0.8398966344670916,1.0,1.0,0.6372055358819626,0.8526267089959542,0.6725403991293535,0.13009678303061845,0.12233410205420585,0.13103117981481627
phot_KN,-0.04451043419798518,0.1285586555576721,-0.07515238551816202,0.7560624208324174,0.6372055358819626,0.6372055358819626,1.0,0.6481343241829772,0.907413982012945,0.18051741067405133,0.09553294448995701,0.1625785001387123
phot_KN-in-SN,-0.01377080335442225,0.09949670215050509,-0.1156181733966535,0.7097276997010693,0.8526267089959542,0.8526267089959542,0.6481343241829772,1.0,0.7406585101904614,0.11705808429781428,0.13349576522119616,0.13914093371399655
phot_super-KN,-0.0710950577464166,0.07813608370152375,-0.08903413510388938,0.6001367241826325,0.6725403991293535,0.6725403991293535,0.907413982012945,0.7406585101904614,1.0,0.15653386603584044,0.1009138820780662,0.17044902649603652
KN,-0.03079542633244447,-0.05842520200402979,0.845168214761461,0.13411974617539135,0.13009678303061845,0.13009678303061845,0.18051741067405133,0.11705808429781428,0.15653386603584044,1.0,0.9850914032183782,0.9955367434300691
KN-in-SN,-0.029483738101172195,-0.06675885365176847,0.8569358331946562,0.0817697807327386,0.12233410205420585,0.12233410205420585,0.09553294448995701,0.13349576522119616,0.1009138820780662,0.9850914032183782,1.0,0.9907886197027248
super-KN,-0.03906843139111176,-0.06691597769568823,0.8464461303516131,0.10408186753887515,0.13103117981481627,0.13103117981481627,0.1625785001387123,0.13914093371399655,0.17044902649603652,0.9955367434300691,0.9907886197027248,1.0
