,0,1
0,5.0,0.12229729227126909
1,15.0,0.14572815388205781
2,25.0,0.1351633366810061
3,35.0,0.1363116779008114
4,45.0,0.1374208290502192
5,55.0,0.13813658852959346
6,65.0,0.13945332281035575
7,80.0,0.14090545090271134
8,95.0,0.14029318645461886
