,0,1
0,5.0,0.1355033894567444
1,15.0,0.07708729533920504
2,25.0,0.08430199067064244
3,35.0,0.09872762407795724
4,45.0,0.09485315891718157
5,55.0,0.08547026515246971
6,65.0,0.0864697308569266
7,80.0,0.08540226532073285
8,95.0,0.08989252147955121
