,0,1
0,5.0,-0.03776529326253402
1,15.0,-0.00744083179880596
2,25.0,-0.013952857075304671
3,35.0,-0.013952857075304671
4,45.0,-0.013952857075304671
5,55.0,-0.013952857075304671
6,65.0,-0.014011475853719776
7,80.0,-0.013952857075304671
8,95.0,-0.014263216068650266
