,0,1
0,5.0,-0.0595171823008515
1,15.0,-0.030311872828030065
2,25.0,-0.04498958189501423
3,35.0,-0.04263888482515427
4,45.0,-0.03830053486891576
5,55.0,-0.04176948326911636
6,65.0,-0.042285363079988834
7,80.0,-0.04591250658702433
8,95.0,-0.051986805952525285
